Number_Inserted,Time_Taken
100861, 0.000000
100862, 0.000000
100863, 0.001000
100864, 0.000000
100865, 0.000000
100866, 0.000000
100867, 0.001000
100868, 0.000000
100869, 0.000000
100870, 0.000000
100871, 0.001000
100872, 0.000000
100873, 0.000000
100874, 0.001000
100875, 0.000000
100876, 0.000000
100877, 0.000000
100878, 0.001000
100879, 0.000000
100880, 0.000000
100881, 0.001000
100882, 0.000000
100883, 0.000000
100884, 0.000000
100885, 0.001000
100886, 0.000000
100887, 0.000000
100888, 0.001000
100889, 0.001000
100890, 0.001000
100891, 0.000000
100892, 0.000000
100893, 0.000000
100894, 0.001000
100895, 0.000000
100896, 0.000000
100897, 0.000000
100898, 0.001000
100899, 0.000000
100900, 0.000000
100901, 0.001000
100902, 0.000000
100903, 0.000000
100904, 0.000000
100905, 0.001000
100906, 0.000000
100907, 0.000000
100908, 0.001000
100909, 0.000000
100910, 0.000000
100911, 0.000000
100912, 0.001000
100913, 0.000000
100914, 0.000000
100915, 0.000000
100916, 0.001000
100917, 0.000000
100918, 0.000000
100919, 0.000000
100920, 0.001000
100921, 0.000000
100922, 0.000000
100923, 0.000000
100924, 0.001000
100925, 0.000000
100926, 0.000000
100927, 0.000000
100928, 0.001000
100929, 0.000000
100930, 0.000000
100931, 0.001000
100932, 0.000000
100933, 0.000000
100934, 0.000000
100935, 0.001000
100936, 0.000000
100937, 0.000000
100938, 0.000000
100939, 0.001000
100940, 0.000000
100941, 0.000000
100942, 0.001000
100943, 0.000000
100944, 0.000000
100945, 0.001000
100946, 0.001000
100947, 0.000000
100948, 0.000000
100949, 0.001000
100950, 0.000000
100951, 0.000000
100952, 0.000000
100953, 0.001000
100954, 0.000000
100955, 0.001000
100956, 0.002000
100957, 0.000000
100958, 0.001000
100959, 0.000000
100960, 0.000000
100961, 0.001000
100962, 0.000000
100963, 0.001000
100964, 0.000000
100965, 0.000000
100966, 0.001000
100967, 0.000000
100968, 0.001000
100969, 0.000000
100970, 0.001000
100971, 0.001000
100972, 0.000000
100973, 0.000000
100974, 0.001000
100975, 0.000000
100976, 0.001000
100977, 0.000000
100978, 0.000000
100979, 0.001000
100980, 0.000000
100981, 0.001000
100982, 0.000000
100983, 0.001000
100984, 0.000000
100985, 0.000000
100986, 0.001000
100987, 0.000000
100988, 0.001000
100989, 0.001000
100990, 0.000000
100991, 0.000000
100992, 0.000000
100993, 0.000000
100994, 0.001000
100995, 0.000000
100996, 0.000000
100997, 0.000000
100998, 0.001000
100999, 0.000000
101000, 0.000000
101001, 0.000000
101002, 0.000000
101003, 0.000000
101004, 0.000000
101005, 0.000000
101006, 0.000000
101007, 0.001000
101008, 0.000000
101009, 0.000000
101010, 0.000000
101011, 0.001000
101012, 0.000000
101013, 0.000000
101014, 0.000000
101015, 0.000000
101016, 0.001000
101017, 0.000000
101018, 0.000000
101019, 0.001000
101020, 0.000000
101021, 0.000000
101022, 0.001000
101023, 0.000000
101024, 0.001000
101025, 0.000000
101026, 0.000000
101027, 0.000000
101028, 0.001000
101029, 0.000000
101030, 0.000000
101031, 0.000000
101032, 0.001000
101033, 0.000000
101034, 0.000000
101035, 0.000000
101036, 0.001000
101037, 0.000000
101038, 0.000000
101039, 0.000000
101040, 0.001000
101041, 0.000000
101042, 0.000000
101043, 0.000000
101044, 0.001000
101045, 0.000000
101046, 0.000000
101047, 0.000000
101048, 0.001000
101049, 0.000000
101050, 0.001000
101051, 0.000000
101052, 0.000000
101053, 0.000000
101054, 0.001000
101055, 0.000000
101056, 0.000000
101057, 0.000000
101058, 0.000000
101059, 0.001000
101060, 0.000000
101061, 0.000000
101062, 0.000000
101063, 0.001000
101064, 0.000000
101065, 0.000000
101066, 0.000000
101067, 0.001000
101068, 0.000000
101069, 0.000000
101070, 0.000000
101071, 0.000000
101072, 0.001000
101073, 0.000000
101074, 0.000000
101075, 0.000000
101076, 0.001000
101077, 0.000000
101078, 0.000000
101079, 0.000000
101080, 0.001000
101081, 0.000000
101082, 0.000000
101083, 0.001000
101084, 0.000000
101085, 0.000000
101086, 0.001000
101087, 0.000000
101088, 0.000000
101089, 0.001000
101090, 0.000000
101091, 0.000000
101092, 0.001000
101093, 0.000000
101094, 0.001000
101095, 0.000000
101096, 0.000000
101097, 0.001000
101098, 0.000000
101099, 0.001000
101100, 0.000000
101101, 0.001000
101102, 0.000000
101103, 0.001000
101104, 0.000000
101105, 0.000000
101106, 0.001000
101107, 0.000000
101108, 0.001000
101109, 0.000000
101110, 0.000000
101111, 0.001000
101112, 0.000000
101113, 0.000000
101114, 0.001000
101115, 0.000000
101116, 0.000000
101117, 0.001000
101118, 0.000000
101119, 0.001000
101120, 0.000000
101121, 0.000000
101122, 0.001000
101123, 0.001000
101124, 0.000000
101125, 0.001000
101126, 0.000000
101127, 0.000000
101128, 0.001000
101129, 0.000000
101130, 0.000000
101131, 0.001000
101132, 0.000000
101133, 0.001000
101134, 0.000000
101135, 0.000000
101136, 0.001000
101137, 0.000000
101138, 0.001000
101139, 0.000000
101140, 0.001000
101141, 0.001000
101142, 0.000000
101143, 0.000000
101144, 0.001000
101145, 0.000000
101146, 0.000000
101147, 0.001000
101148, 0.000000
101149, 0.000000
101150, 0.001000
101151, 0.000000
101152, 0.001000
101153, 0.000000
101154, 0.000000
101155, 0.001000
101156, 0.000000
101157, 0.000000
101158, 0.001000
101159, 0.000000
101160, 0.001000
101161, 0.001000
101162, 0.000000
101163, 0.001000
101164, 0.000000
101165, 0.000000
101166, 0.001000
101167, 0.000000
101168, 0.000000
101169, 0.001000
101170, 0.000000
101171, 0.000000
101172, 0.001000
101173, 0.000000
101174, 0.001000
101175, 0.000000
101176, 0.000000
101177, 0.001000
101178, 0.000000
101179, 0.001000
101180, 0.000000
101181, 0.001000
101182, 0.000000
101183, 0.001000
101184, 0.000000
101185, 0.000000
101186, 0.001000
101187, 0.000000
101188, 0.000000
101189, 0.001000
101190, 0.000000
101191, 0.001000
101192, 0.000000
101193, 0.000000
101194, 0.001000
101195, 0.001000
101196, 0.000000
101197, 0.000000
101198, 0.001000
101199, 0.000000
101200, 0.001000
101201, 0.000000
101202, 0.000000
101203, 0.001000
101204, 0.000000
101205, 0.000000
101206, 0.001000
101207, 0.000000
101208, 0.001000
101209, 0.000000
101210, 0.000000
101211, 0.001000
101212, 0.000000
101213, 0.001000
101214, 0.001000
101215, 0.001000
101216, 0.001000
101217, 0.000000
101218, 0.000000
101219, 0.001000
101220, 0.000000
101221, 0.001000
101222, 0.000000
101223, 0.000000
101224, 0.001000
101225, 0.000000
101226, 0.000000
101227, 0.001000
101228, 0.000000
101229, 0.001000
101230, 0.001000
101231, 0.000000
101232, 0.000000
101233, 0.001000
101234, 0.000000
101235, 0.001000
101236, 0.000000
101237, 0.000000
101238, 0.001000
101239, 0.000000
101240, 0.000000
101241, 0.001000
101242, 0.000000
101243, 0.001000
101244, 0.000000
101245, 0.000000
101246, 0.001000
101247, 0.000000
101248, 0.001000
101249, 0.000000
101250, 0.001000
101251, 0.000000
101252, 0.001000
101253, 0.002000
101254, 0.001000
101255, 0.000000
101256, 0.001000
101257, 0.001000
101258, 0.000000
101259, 0.002000
101260, 0.001000
101261, 0.001000
101262, 0.002000
101263, 0.000000
101264, 0.001000
101265, 0.000000
101266, 0.000000
101267, 0.001000
101268, 0.000000
101269, 0.001000
101270, 0.000000
101271, 0.000000
101272, 0.001000
101273, 0.000000
101274, 0.001000
101275, 0.001000
101276, 0.000000
101277, 0.001000
101278, 0.000000
101279, 0.000000
101280, 0.001000
101281, 0.000000
101282, 0.001000
101283, 0.000000
101284, 0.000000
101285, 0.001000
101286, 0.000000
101287, 0.000000
101288, 0.001000
101289, 0.000000
101290, 0.001000
101291, 0.000000
101292, 0.001000
101293, 0.001000
101294, 0.001000
101295, 0.001000
101296, 0.000000
101297, 0.000000
101298, 0.001000
101299, 0.000000
101300, 0.001000
101301, 0.000000
101302, 0.000000
101303, 0.001000
101304, 0.000000
101305, 0.000000
101306, 0.001000
101307, 0.000000
101308, 0.001000
101309, 0.000000
101310, 0.000000
101311, 0.001000
101312, 0.000000
101313, 0.001000
101314, 0.000000
101315, 0.001000
101316, 0.000000
101317, 0.000000
101318, 0.001000
101319, 0.000000
101320, 0.001000
101321, 0.000000
101322, 0.000000
101323, 0.001000
101324, 0.000000
101325, 0.000000
101326, 0.001000
101327, 0.001000
101328, 0.001000
101329, 0.001000
101330, 0.001000
101331, 0.000000
101332, 0.001000
101333, 0.000000
101334, 0.000000
101335, 0.001000
101336, 0.000000
101337, 0.001000
101338, 0.000000
101339, 0.000000
101340, 0.001000
101341, 0.000000
101342, 0.001000
101343, 0.001000
101344, 0.000000
101345, 0.000000
101346, 0.001000
101347, 0.000000
101348, 0.001000
101349, 0.000000
101350, 0.000000
101351, 0.001000
101352, 0.000000
101353, 0.001000
101354, 0.000000
101355, 0.000000
101356, 0.001000
101357, 0.000000
101358, 0.000000
101359, 0.001000
101360, 0.001000
101361, 0.001000
101362, 0.000000
101363, 0.000000
101364, 0.001000
101365, 0.000000
101366, 0.000000
101367, 0.001000
101368, 0.000000
101369, 0.001000
101370, 0.000000
101371, 0.000000
101372, 0.001000
101373, 0.000000
101374, 0.000000
101375, 0.001000
101376, 0.000000
101377, 0.001000
101378, 0.000000
101379, 0.000000
101380, 0.001000
101381, 0.000000
101382, 0.000000
101383, 0.001000
101384, 0.000000
101385, 0.001000
101386, 0.000000
101387, 0.000000
101388, 0.001000
101389, 0.000000
101390, 0.001000
101391, 0.000000
101392, 0.000000
101393, 0.000000
101394, 0.000000
101395, 0.001000
101396, 0.000000
101397, 0.000000
101398, 0.001000
101399, 0.000000
101400, 0.000000
101401, 0.000000
101402, 0.000000
101403, 0.001000
101404, 0.000000
101405, 0.000000
101406, 0.001000
101407, 0.000000
101408, 0.000000
101409, 0.001000
101410, 0.000000
101411, 0.001000
101412, 0.000000
101413, 0.000000
101414, 0.001000
101415, 0.000000
101416, 0.000000
101417, 0.001000
101418, 0.000000
101419, 0.001000
101420, 0.000000
101421, 0.000000
101422, 0.001000
101423, 0.000000
101424, 0.000000
101425, 0.001000
101426, 0.000000
101427, 0.001000
101428, 0.000000
101429, 0.000000
101430, 0.001000
101431, 0.000000
101432, 0.001000
101433, 0.000000
101434, 0.001000
101435, 0.000000
101436, 0.000000
101437, 0.001000
101438, 0.000000
101439, 0.000000
101440, 0.001000
101441, 0.000000
101442, 0.001000
101443, 0.000000
101444, 0.000000
101445, 0.001000
101446, 0.000000
101447, 0.001000
101448, 0.000000
101449, 0.000000
101450, 0.001000
101451, 0.000000
101452, 0.000000
101453, 0.001000
101454, 0.000000
101455, 0.001000
101456, 0.000000
101457, 0.000000
101458, 0.001000
101459, 0.000000
101460, 0.000000
101461, 0.001000
101462, 0.000000
101463, 0.001000
101464, 0.000000
101465, 0.000000
101466, 0.001000
101467, 0.000000
101468, 0.000000
101469, 0.001000
101470, 0.000000
101471, 0.001000
101472, 0.000000
101473, 0.000000
101474, 0.001000
101475, 0.000000
101476, 0.000000
101477, 0.001000
101478, 0.000000
101479, 0.001000
101480, 0.000000
101481, 0.000000
101482, 0.001000
101483, 0.000000
101484, 0.001000
101485, 0.000000
101486, 0.000000
101487, 0.001000
101488, 0.000000
101489, 0.000000
101490, 0.001000
101491, 0.000000
101492, 0.001000
101493, 0.000000
101494, 0.001000
101495, 0.001000
101496, 0.001000
101497, 0.000000
101498, 0.001000
101499, 0.000000
101500, 0.000000
101501, 0.001000
101502, 0.000000
101503, 0.000000
101504, 0.001000
101505, 0.000000
101506, 0.001000
101507, 0.000000
101508, 0.000000
101509, 0.001000
101510, 0.000000
101511, 0.000000
101512, 0.001000
101513, 0.000000
101514, 0.001000
101515, 0.000000
101516, 0.000000
101517, 0.001000
101518, 0.000000
101519, 0.001000
101520, 0.000000
101521, 0.000000
101522, 0.001000
101523, 0.000000
101524, 0.000000
101525, 0.001000
101526, 0.000000
101527, 0.001000
101528, 0.000000
101529, 0.000000
101530, 0.001000
101531, 0.000000
101532, 0.000000
101533, 0.001000
101534, 0.000000
101535, 0.001000
101536, 0.000000
101537, 0.000000
101538, 0.001000
101539, 0.000000
101540, 0.000000
101541, 0.001000
101542, 0.000000
101543, 0.001000
101544, 0.000000
101545, 0.000000
101546, 0.001000
101547, 0.000000
101548, 0.000000
101549, 0.001000
