Number_Inserted,Time_Taken
134853, 0.001000
134854, 0.000000
134855, 0.001000
134856, 0.000000
134857, 0.001000
134858, 0.000000
134859, 0.000000
134860, 0.001000
134861, 0.000000
134862, 0.001000
134863, 0.000000
134864, 0.000000
134865, 0.001000
134866, 0.000000
134867, 0.001000
134868, 0.000000
134869, 0.001000
134870, 0.000000
134871, 0.000000
134872, 0.001000
134873, 0.000000
134874, 0.001000
134875, 0.000000
134876, 0.001000
134877, 0.000000
134878, 0.000000
134879, 0.001000
134880, 0.000000
134881, 0.001000
134882, 0.000000
134883, 0.001000
134884, 0.000000
134885, 0.001000
134886, 0.000000
134887, 0.001000
134888, 0.000000
134889, 0.000000
134890, 0.001000
134891, 0.000000
134892, 0.001000
134893, 0.000000
134894, 0.000000
134895, 0.001000
134896, 0.000000
134897, 0.001000
134898, 0.000000
134899, 0.001000
134900, 0.000000
134901, 0.000000
134902, 0.001000
134903, 0.000000
134904, 0.001000
134905, 0.000000
134906, 0.001000
134907, 0.000000
134908, 0.000000
134909, 0.001000
134910, 0.000000
134911, 0.001000
134912, 0.000000
134913, 0.001000
134914, 0.000000
134915, 0.000000
134916, 0.001000
134917, 0.002000
134918, 0.001000
134919, 0.001000
134920, 0.000000
134921, 0.001000
134922, 0.000000
134923, 0.000000
134924, 0.001000
134925, 0.000000
134926, 0.001000
134927, 0.000000
134928, 0.001000
134929, 0.000000
134930, 0.000000
134931, 0.001000
134932, 0.000000
134933, 0.001000
134934, 0.000000
134935, 0.001000
134936, 0.000000
134937, 0.001000
134938, 0.000000
134939, 0.001000
134940, 0.000000
134941, 0.001000
134942, 0.000000
134943, 0.000000
134944, 0.001000
134945, 0.000000
134946, 0.001000
134947, 0.000000
134948, 0.000000
134949, 0.001000
134950, 0.000000
134951, 0.001000
134952, 0.001000
134953, 0.001000
134954, 0.000000
134955, 0.002000
134956, 0.002000
134957, 0.001000
134958, 0.002000
134959, 0.001000
134960, 0.000000
134961, 0.001000
134962, 0.000000
134963, 0.001000
134964, 0.000000
134965, 0.000000
134966, 0.001000
134967, 0.000000
134968, 0.001000
134969, 0.000000
134970, 0.001000
134971, 0.000000
134972, 0.000000
134973, 0.002000
134974, 0.001000
134975, 0.001000
134976, 0.000000
134977, 0.001000
134978, 0.000000
134979, 0.000000
134980, 0.001000
134981, 0.000000
134982, 0.001000
134983, 0.000000
134984, 0.001000
134985, 0.000000
134986, 0.001000
134987, 0.000000
134988, 0.000000
134989, 0.001000
134990, 0.000000
134991, 0.001000
134992, 0.000000
134993, 0.001000
134994, 0.000000
134995, 0.000000
134996, 0.001000
134997, 0.000000
134998, 0.001000
134999, 0.000000
135000, 0.000000
135001, 0.001000
135002, 0.000000
135003, 0.001000
135004, 0.000000
135005, 0.002000
135006, 0.002000
135007, 0.001000
135008, 0.000000
135009, 0.001000
135010, 0.000000
135011, 0.001000
135012, 0.000000
135013, 0.000000
135014, 0.001000
135015, 0.000000
135016, 0.001000
135017, 0.000000
135018, 0.001000
135019, 0.000000
135020, 0.000000
135021, 0.001000
135022, 0.000000
135023, 0.001000
135024, 0.000000
135025, 0.001000
135026, 0.000000
135027, 0.000000
135028, 0.001000
135029, 0.000000
135030, 0.001000
135031, 0.000000
135032, 0.000000
135033, 0.001000
135034, 0.000000
135035, 0.001000
135036, 0.000000
135037, 0.001000
135038, 0.000000
135039, 0.001000
135040, 0.000000
135041, 0.001000
135042, 0.000000
135043, 0.000000
135044, 0.001000
135045, 0.000000
135046, 0.001000
135047, 0.000000
135048, 0.001000
135049, 0.000000
135050, 0.000000
135051, 0.001000
135052, 0.000000
135053, 0.001000
135054, 0.000000
135055, 0.001000
135056, 0.000000
135057, 0.001000
135058, 0.000000
135059, 0.000000
135060, 0.001000
135061, 0.000000
135062, 0.001000
135063, 0.000000
135064, 0.001000
135065, 0.000000
135066, 0.000000
135067, 0.001000
135068, 0.000000
135069, 0.000000
135070, 0.001000
135071, 0.001000
135072, 0.002000
135073, 0.000000
135074, 0.001000
135075, 0.000000
135076, 0.001000
135077, 0.001000
135078, 0.000000
135079, 0.001000
135080, 0.000000
135081, 0.000000
135082, 0.001000
135083, 0.000000
135084, 0.001000
135085, 0.000000
135086, 0.001000
135087, 0.000000
135088, 0.000000
135089, 0.001000
135090, 0.000000
135091, 0.001000
135092, 0.000000
135093, 0.001000
135094, 0.000000
135095, 0.000000
135096, 0.001000
135097, 0.000000
135098, 0.001000
135099, 0.000000
135100, 0.001000
135101, 0.000000
135102, 0.000000
135103, 0.001000
135104, 0.000000
135105, 0.001000
135106, 0.000000
135107, 0.000000
135108, 0.001000
135109, 0.000000
135110, 0.001000
135111, 0.000000
135112, 0.001000
135113, 0.000000
135114, 0.001000
135115, 0.000000
135116, 0.000000
135117, 0.001000
135118, 0.000000
135119, 0.001000
135120, 0.000000
135121, 0.001000
135122, 0.000000
135123, 0.000000
135124, 0.001000
135125, 0.000000
135126, 0.001000
135127, 0.000000
135128, 0.001000
135129, 0.000000
135130, 0.001000
135131, 0.000000
135132, 0.000000
135133, 0.001000
135134, 0.000000
135135, 0.001000
135136, 0.000000
135137, 0.001000
135138, 0.000000
135139, 0.001000
135140, 0.000000
135141, 0.001000
135142, 0.000000
135143, 0.001000
135144, 0.000000
135145, 0.001000
135146, 0.000000
135147, 0.000000
135148, 0.001000
135149, 0.000000
135150, 0.001000
135151, 0.000000
135152, 0.001000
135153, 0.000000
135154, 0.000000
135155, 0.001000
135156, 0.000000
135157, 0.001000
135158, 0.000000
135159, 0.000000
135160, 0.001000
135161, 0.001000
135162, 0.000000
135163, 0.000000
135164, 0.001000
135165, 0.000000
135166, 0.001000
135167, 0.000000
135168, 0.001000
135169, 0.000000
135170, 0.000000
135171, 0.001000
135172, 0.000000
135173, 0.001000
135174, 0.001000
135175, 0.002000
135176, 0.001000
135177, 0.001000
135178, 0.000000
135179, 0.001000
135180, 0.000000
135181, 0.000000
135182, 0.001000
135183, 0.000000
135184, 0.001000
135185, 0.000000
135186, 0.001000
135187, 0.000000
135188, 0.000000
135189, 0.001000
135190, 0.000000
135191, 0.001000
135192, 0.000000
135193, 0.001000
135194, 0.000000
135195, 0.000000
135196, 0.001000
135197, 0.000000
135198, 0.001000
135199, 0.000000
135200, 0.001000
135201, 0.000000
135202, 0.001000
135203, 0.002000
135204, 0.000000
135205, 0.001000
135206, 0.000000
135207, 0.001000
135208, 0.000000
135209, 0.000000
135210, 0.001000
135211, 0.000000
135212, 0.001000
135213, 0.000000
135214, 0.001000
135215, 0.000000
135216, 0.000000
135217, 0.001000
135218, 0.000000
135219, 0.001000
135220, 0.000000
135221, 0.001000
135222, 0.000000
135223, 0.000000
135224, 0.001000
135225, 0.000000
135226, 0.001000
135227, 0.000000
135228, 0.000000
135229, 0.001000
135230, 0.000000
135231, 0.001000
135232, 0.000000
135233, 0.001000
135234, 0.000000
135235, 0.000000
135236, 0.001000
135237, 0.001000
135238, 0.001000
135239, 0.000000
135240, 0.000000
135241, 0.001000
135242, 0.000000
135243, 0.001000
135244, 0.000000
135245, 0.001000
135246, 0.000000
135247, 0.000000
135248, 0.001000
135249, 0.000000
135250, 0.001000
135251, 0.000000
135252, 0.000000
135253, 0.001000
135254, 0.000000
135255, 0.001000
135256, 0.000000
135257, 0.001000
135258, 0.000000
135259, 0.000000
135260, 0.001000
135261, 0.000000
135262, 0.001000
135263, 0.000000
135264, 0.000000
135265, 0.001000
135266, 0.000000
135267, 0.001000
135268, 0.000000
135269, 0.001000
135270, 0.000000
135271, 0.001000
135272, 0.000000
135273, 0.001000
135274, 0.000000
135275, 0.001000
135276, 0.000000
135277, 0.001000
135278, 0.000000
135279, 0.000000
135280, 0.001000
135281, 0.000000
135282, 0.001000
135283, 0.000000
135284, 0.000000
135285, 0.001000
135286, 0.000000
135287, 0.001000
135288, 0.000000
135289, 0.001000
135290, 0.000000
135291, 0.000000
135292, 0.001000
135293, 0.000000
135294, 0.001000
135295, 0.000000
135296, 0.001000
135297, 0.000000
135298, 0.000000
135299, 0.001000
135300, 0.000000
135301, 0.001000
135302, 0.000000
135303, 0.000000
135304, 0.001000
135305, 0.000000
135306, 0.001000
135307, 0.000000
135308, 0.001000
135309, 0.000000
135310, 0.001000
135311, 0.000000
135312, 0.001000
135313, 0.000000
135314, 0.001000
135315, 0.000000
135316, 0.001000
135317, 0.000000
135318, 0.000000
135319, 0.001000
135320, 0.000000
135321, 0.001000
135322, 0.000000
135323, 0.001000
135324, 0.000000
135325, 0.000000
135326, 0.001000
135327, 0.000000
135328, 0.001000
135329, 0.000000
135330, 0.000000
135331, 0.001000
135332, 0.000000
135333, 0.001000
135334, 0.000000
135335, 0.001000
135336, 0.000000
135337, 0.000000
135338, 0.001000
135339, 0.000000
135340, 0.001000
135341, 0.000000
135342, 0.001000
135343, 0.000000
135344, 0.001000
135345, 0.000000
135346, 0.002000
135347, 0.001000
135348, 0.001000
135349, 0.000000
135350, 0.000000
135351, 0.001000
135352, 0.000000
135353, 0.001000
135354, 0.000000
135355, 0.001000
135356, 0.000000
135357, 0.000000
135358, 0.001000
135359, 0.000000
135360, 0.001000
135361, 0.000000
135362, 0.000000
135363, 0.001000
135364, 0.000000
135365, 0.001000
135366, 0.000000
135367, 0.001000
135368, 0.000000
135369, 0.001000
135370, 0.000000
135371, 0.000000
135372, 0.001000
135373, 0.001000
135374, 0.000000
135375, 0.000000
135376, 0.001000
135377, 0.001000
135378, 0.001000
135379, 0.000000
135380, 0.001000
135381, 0.000000
135382, 0.000000
135383, 0.001000
135384, 0.000000
135385, 0.001000
135386, 0.000000
135387, 0.001000
135388, 0.000000
135389, 0.001000
135390, 0.000000
135391, 0.000000
135392, 0.001000
135393, 0.000000
135394, 0.001000
135395, 0.000000
135396, 0.001000
135397, 0.000000
135398, 0.000000
135399, 0.001000
135400, 0.000000
135401, 0.001000
135402, 0.000000
135403, 0.001000
135404, 0.000000
135405, 0.000000
135406, 0.001000
135407, 0.000000
135408, 0.001000
135409, 0.000000
135410, 0.001000
135411, 0.000000
135412, 0.000000
135413, 0.001000
135414, 0.000000
135415, 0.001000
135416, 0.000000
135417, 0.001000
135418, 0.000000
135419, 0.002000
135420, 0.001000
135421, 0.001000
135422, 0.001000
135423, 0.000000
135424, 0.000000
135425, 0.001000
135426, 0.000000
135427, 0.001000
135428, 0.000000
135429, 0.001000
135430, 0.000000
135431, 0.001000
135432, 0.000000
135433, 0.000000
135434, 0.001000
135435, 0.000000
135436, 0.001000
135437, 0.000000
135438, 0.001000
135439, 0.000000
135440, 0.000000
135441, 0.001000
135442, 0.001000
135443, 0.000000
135444, 0.001000
135445, 0.001000
135446, 0.000000
135447, 0.000000
135448, 0.001000
135449, 0.000000
135450, 0.001000
135451, 0.000000
135452, 0.001000
135453, 0.000000
135454, 0.000000
135455, 0.001000
135456, 0.000000
135457, 0.001000
135458, 0.000000
135459, 0.001000
135460, 0.000000
135461, 0.001000
135462, 0.000000
135463, 0.000000
135464, 0.001000
135465, 0.000000
135466, 0.001000
135467, 0.000000
135468, 0.000000
135469, 0.001000
135470, 0.000000
135471, 0.001000
135472, 0.000000
135473, 0.001000
135474, 0.000000
135475, 0.001000
135476, 0.000000
135477, 0.000000
135478, 0.001000
135479, 0.000000
135480, 0.001000
135481, 0.000000
135482, 0.000000
135483, 0.001000
135484, 0.002000
135485, 0.002000
135486, 0.002000
135487, 0.001000
135488, 0.001000
135489, 0.000000
135490, 0.001000
135491, 0.000000
135492, 0.001000
135493, 0.000000
135494, 0.001000
135495, 0.000000
135496, 0.000000
135497, 0.001000
135498, 0.000000
135499, 0.001000
135500, 0.001000
135501, 0.000000
135502, 0.001000
135503, 0.000000
135504, 0.001000
135505, 0.000000
135506, 0.000000
135507, 0.001000
135508, 0.000000
135509, 0.001000
135510, 0.000000
135511, 0.001000
135512, 0.000000
135513, 0.000000
135514, 0.001000
135515, 0.000000
135516, 0.001000
135517, 0.000000
135518, 0.001000
135519, 0.000000
135520, 0.001000
135521, 0.000000
135522, 0.000000
135523, 0.001000
135524, 0.000000
135525, 0.001000
135526, 0.000000
135527, 0.000000
135528, 0.001000
135529, 0.000000
135530, 0.001000
135531, 0.000000
135532, 0.001000
135533, 0.000000
135534, 0.001000
135535, 0.000000
135536, 0.000000
135537, 0.001000
135538, 0.000000
135539, 0.001000
135540, 0.000000
135541, 0.000000
135542, 0.001000
135543, 0.000000
135544, 0.001000
135545, 0.000000
135546, 0.001000
135547, 0.000000
135548, 0.000000
135549, 0.001000
135550, 0.001000
135551, 0.000000
135552, 0.000000
135553, 0.001000
135554, 0.000000
135555, 0.001000
135556, 0.000000
135557, 0.001000
135558, 0.000000
135559, 0.000000
135560, 0.001000
135561, 0.000000
135562, 0.001000
135563, 0.000000
135564, 0.001000
135565, 0.000000
135566, 0.000000
135567, 0.001000
135568, 0.000000
135569, 0.001000
135570, 0.000000
135571, 0.001000
135572, 0.000000
135573, 0.000000
135574, 0.001000
135575, 0.000000
135576, 0.001000
135577, 0.000000
135578, 0.001000
135579, 0.000000
135580, 0.001000
135581, 0.000000
135582, 0.001000
135583, 0.000000
135584, 0.001000
135585, 0.000000
135586, 0.000000
135587, 0.001000
135588, 0.000000
135589, 0.001000
135590, 0.000000
135591, 0.001000
135592, 0.000000
135593, 0.000000
135594, 0.001000
135595, 0.000000
135596, 0.001000
135597, 0.000000
135598, 0.001000
135599, 0.000000
135600, 0.001000
135601, 0.001000
135602, 0.000000
135603, 0.001000
135604, 0.000000
135605, 0.000000
135606, 0.001000
135607, 0.000000
135608, 0.001000
135609, 0.000000
135610, 0.001000
135611, 0.000000
135612, 0.000000
135613, 0.001000
135614, 0.000000
135615, 0.001000
135616, 0.000000
135617, 0.001000
135618, 0.000000
135619, 0.000000
135620, 0.001000
135621, 0.000000
135622, 0.001000
135623, 0.000000
135624, 0.001000
135625, 0.000000
135626, 0.000000
135627, 0.001000
135628, 0.000000
135629, 0.001000
135630, 0.000000
135631, 0.001000
135632, 0.000000
135633, 0.000000
135634, 0.001000
135635, 0.000000
135636, 0.001000
135637, 0.000000
135638, 0.001000
135639, 0.000000
135640, 0.000000
135641, 0.001000
135642, 0.000000
135643, 0.001000
135644, 0.000000
135645, 0.001000
135646, 0.000000
135647, 0.000000
135648, 0.001000
135649, 0.000000
135650, 0.001000
135651, 0.000000
135652, 0.001000
135653, 0.000000
135654, 0.000000
135655, 0.001000
135656, 0.000000
135657, 0.001000
135658, 0.000000
135659, 0.001000
135660, 0.000000
135661, 0.001000
135662, 0.000000
135663, 0.001000
135664, 0.000000
135665, 0.000000
135666, 0.001000
135667, 0.000000
135668, 0.001000
135669, 0.000000
135670, 0.001000
135671, 0.000000
135672, 0.000000
135673, 0.001000
135674, 0.000000
135675, 0.001000
135676, 0.000000
135677, 0.001000
135678, 0.000000
135679, 0.000000
135680, 0.002000
135681, 0.001000
135682, 0.001000
135683, 0.000000
135684, 0.001000
135685, 0.000000
135686, 0.001000
135687, 0.000000
135688, 0.000000
135689, 0.001000
135690, 0.000000
135691, 0.001000
135692, 0.000000
135693, 0.001000
135694, 0.000000
135695, 0.000000
135696, 0.001000
135697, 0.000000
135698, 0.001000
135699, 0.000000
135700, 0.001000
135701, 0.000000
135702, 0.000000
135703, 0.001000
135704, 0.000000
135705, 0.001000
135706, 0.000000
135707, 0.001000
135708, 0.000000
135709, 0.000000
135710, 0.001000
135711, 0.000000
135712, 0.001000
135713, 0.001000
135714, 0.001000
135715, 0.000000
135716, 0.001000
135717, 0.000000
135718, 0.001000
135719, 0.000000
135720, 0.001000
135721, 0.001000
135722, 0.000000
135723, 0.001000
135724, 0.000000
135725, 0.001000
135726, 0.000000
135727, 0.001000
135728, 0.000000
135729, 0.000000
135730, 0.001000
135731, 0.000000
135732, 0.001000
135733, 0.000000
135734, 0.001000
135735, 0.000000
135736, 0.000000
135737, 0.001000
135738, 0.000000
135739, 0.001000
135740, 0.000000
135741, 0.001000
135742, 0.000000
135743, 0.000000
135744, 0.001000
135745, 0.001000
135746, 0.000000
135747, 0.001000
135748, 0.000000
135749, 0.000000
135750, 0.001000
135751, 0.000000
135752, 0.001000
135753, 0.000000
135754, 0.000000
135755, 0.001000
135756, 0.000000
135757, 0.001000
135758, 0.000000
135759, 0.001000
135760, 0.000000
135761, 0.000000
135762, 0.001000
135763, 0.000000
135764, 0.001000
135765, 0.000000
135766, 0.001000
135767, 0.000000
135768, 0.000000
135769, 0.001000
135770, 0.000000
135771, 0.001000
135772, 0.000000
135773, 0.001000
135774, 0.000000
135775, 0.000000
135776, 0.001000
135777, 0.000000
135778, 0.001000
135779, 0.000000
135780, 0.001000
135781, 0.000000
135782, 0.001000
135783, 0.000000
135784, 0.000000
135785, 0.001000
135786, 0.000000
135787, 0.001000
135788, 0.000000
135789, 0.001000
135790, 0.000000
135791, 0.000000
135792, 0.001000
135793, 0.000000
135794, 0.001000
135795, 0.000000
135796, 0.001000
135797, 0.000000
135798, 0.001000
135799, 0.000000
135800, 0.001000
135801, 0.000000
135802, 0.000000
135803, 0.001000
135804, 0.000000
135805, 0.001000
135806, 0.000000
135807, 0.001000
135808, 0.000000
135809, 0.000000
135810, 0.001000
135811, 0.000000
135812, 0.001000
135813, 0.000000
135814, 0.001000
135815, 0.000000
135816, 0.000000
135817, 0.002000
135818, 0.002000
135819, 0.002000
135820, 0.001000
135821, 0.001000
135822, 0.001000
135823, 0.000000
135824, 0.000000
135825, 0.001000
135826, 0.000000
135827, 0.001000
135828, 0.000000
135829, 0.001000
135830, 0.000000
135831, 0.000000
135832, 0.001000
135833, 0.000000
135834, 0.001000
135835, 0.000000
135836, 0.001000
135837, 0.000000
135838, 0.001000
135839, 0.000000
135840, 0.001000
135841, 0.000000
135842, 0.000000
135843, 0.001000
135844, 0.000000
135845, 0.001000
135846, 0.000000
135847, 0.001000
135848, 0.000000
135849, 0.000000
135850, 0.001000
135851, 0.000000
135852, 0.001000
135853, 0.000000
135854, 0.000000
135855, 0.001000
135856, 0.000000
135857, 0.001000
135858, 0.000000
135859, 0.001000
135860, 0.000000
135861, 0.001000
135862, 0.000000
135863, 0.000000
135864, 0.001000
135865, 0.000000
135866, 0.001000
135867, 0.000000
135868, 0.001000
135869, 0.000000
135870, 0.000000
135871, 0.001000
135872, 0.000000
135873, 0.001000
135874, 0.000000
135875, 0.001000
135876, 0.000000
135877, 0.000000
135878, 0.001000
135879, 0.000000
135880, 0.001000
135881, 0.000000
135882, 0.001000
135883, 0.000000
135884, 0.000000
135885, 0.001000
135886, 0.000000
135887, 0.001000
135888, 0.002000
135889, 0.001000
135890, 0.001000
135891, 0.000000
135892, 0.000000
135893, 0.001000
135894, 0.000000
135895, 0.002000
135896, 0.001000
135897, 0.000000
135898, 0.001000
135899, 0.000000
135900, 0.001000
135901, 0.000000
135902, 0.001000
135903, 0.000000
135904, 0.001000
135905, 0.001000
135906, 0.001000
135907, 0.000000
135908, 0.002000
135909, 0.001000
135910, 0.000000
135911, 0.001000
135912, 0.000000
135913, 0.001000
135914, 0.000000
135915, 0.000000
135916, 0.001000
135917, 0.000000
135918, 0.001000
135919, 0.000000
135920, 0.001000
135921, 0.000000
135922, 0.001000
135923, 0.000000
135924, 0.001000
135925, 0.000000
135926, 0.000000
135927, 0.001000
135928, 0.000000
135929, 0.001000
135930, 0.000000
135931, 0.000000
135932, 0.001000
135933, 0.000000
135934, 0.001000
135935, 0.000000
135936, 0.001000
135937, 0.000000
135938, 0.000000
135939, 0.001000
135940, 0.000000
135941, 0.001000
135942, 0.000000
135943, 0.001000
135944, 0.000000
135945, 0.000000
135946, 0.001000
135947, 0.000000
135948, 0.001000
135949, 0.000000
135950, 0.001000
135951, 0.000000
135952, 0.001000
135953, 0.000000
135954, 0.000000
135955, 0.001000
135956, 0.000000
135957, 0.001000
135958, 0.000000
135959, 0.001000
135960, 0.000000
135961, 0.001000
135962, 0.000000
135963, 0.000000
135964, 0.001000
135965, 0.000000
135966, 0.001000
135967, 0.000000
135968, 0.001000
135969, 0.000000
135970, 0.000000
135971, 0.001000
135972, 0.000000
135973, 0.001000
135974, 0.000000
135975, 0.001000
135976, 0.001000
135977, 0.001000
135978, 0.000000
135979, 0.001000
135980, 0.000000
135981, 0.001000
135982, 0.000000
135983, 0.001000
135984, 0.000000
135985, 0.000000
135986, 0.001000
135987, 0.001000
135988, 0.000000
135989, 0.000000
135990, 0.001000
135991, 0.001000
135992, 0.000000
135993, 0.000000
135994, 0.001000
135995, 0.000000
135996, 0.001000
135997, 0.000000
135998, 0.001000
135999, 0.000000
136000, 0.000000
136001, 0.001000
136002, 0.000000
136003, 0.001000
136004, 0.000000
136005, 0.001000
136006, 0.000000
136007, 0.000000
136008, 0.001000
136009, 0.000000
136010, 0.001000
136011, 0.000000
136012, 0.001000
136013, 0.000000
136014, 0.000000
136015, 0.001000
136016, 0.000000
136017, 0.001000
136018, 0.000000
136019, 0.001000
136020, 0.000000
136021, 0.001000
136022, 0.000000
136023, 0.000000
136024, 0.001000
136025, 0.000000
136026, 0.001000
136027, 0.000000
136028, 0.001000
136029, 0.000000
136030, 0.000000
136031, 0.001000
136032, 0.000000
136033, 0.001000
136034, 0.000000
136035, 0.001000
136036, 0.000000
136037, 0.000000
136038, 0.001000
136039, 0.000000
136040, 0.001000
136041, 0.000000
136042, 0.001000
136043, 0.000000
136044, 0.001000
136045, 0.000000
136046, 0.001000
136047, 0.000000
136048, 0.000000
136049, 0.001000
136050, 0.000000
136051, 0.001000
136052, 0.000000
136053, 0.001000
136054, 0.000000
136055, 0.001000
136056, 0.000000
136057, 0.000000
136058, 0.001000
136059, 0.000000
136060, 0.001000
136061, 0.000000
136062, 0.001000
136063, 0.000000
136064, 0.000000
136065, 0.001000
136066, 0.000000
136067, 0.001000
136068, 0.000000
136069, 0.001000
136070, 0.000000
136071, 0.000000
136072, 0.001000
136073, 0.000000
136074, 0.001000
136075, 0.000000
136076, 0.001000
136077, 0.000000
136078, 0.001000
136079, 0.000000
136080, 0.000000
136081, 0.001000
136082, 0.000000
136083, 0.001000
136084, 0.000000
136085, 0.001000
136086, 0.000000
136087, 0.000000
136088, 0.001000
136089, 0.000000
136090, 0.001000
136091, 0.000000
136092, 0.001000
136093, 0.000000
136094, 0.001000
136095, 0.000000
136096, 0.000000
136097, 0.001000
136098, 0.000000
136099, 0.001000
136100, 0.000000
136101, 0.001000
136102, 0.000000
136103, 0.000000
136104, 0.001000
136105, 0.000000
136106, 0.001000
136107, 0.000000
136108, 0.001000
136109, 0.000000
136110, 0.000000
136111, 0.001000
136112, 0.000000
136113, 0.001000
136114, 0.000000
136115, 0.001000
136116, 0.000000
136117, 0.000000
136118, 0.001000
136119, 0.000000
136120, 0.001000
136121, 0.000000
136122, 0.001000
136123, 0.000000
136124, 0.001000
136125, 0.000000
136126, 0.000000
136127, 0.001000
136128, 0.000000
136129, 0.001000
136130, 0.000000
136131, 0.001000
136132, 0.000000
136133, 0.000000
136134, 0.001000
136135, 0.000000
136136, 0.001000
136137, 0.000000
136138, 0.001000
136139, 0.000000
136140, 0.001000
136141, 0.000000
136142, 0.001000
136143, 0.000000
136144, 0.000000
136145, 0.001000
136146, 0.000000
136147, 0.001000
136148, 0.001000
136149, 0.002000
136150, 0.000000
136151, 0.001000
136152, 0.000000
136153, 0.001000
136154, 0.000000
136155, 0.001000
136156, 0.000000
136157, 0.000000
136158, 0.001000
136159, 0.000000
136160, 0.001000
136161, 0.000000
136162, 0.001000
136163, 0.000000
136164, 0.001000
136165, 0.000000
136166, 0.000000
136167, 0.001000
136168, 0.000000
136169, 0.001000
136170, 0.000000
136171, 0.001000
136172, 0.000000
136173, 0.000000
136174, 0.001000
136175, 0.000000
136176, 0.001000
136177, 0.000000
136178, 0.001000
136179, 0.000000
136180, 0.000000
136181, 0.001000
136182, 0.000000
136183, 0.001000
136184, 0.000000
136185, 0.001000
136186, 0.000000
136187, 0.001000
136188, 0.000000
136189, 0.000000
136190, 0.001000
136191, 0.000000
136192, 0.001000
136193, 0.000000
136194, 0.001000
136195, 0.000000
136196, 0.000000
136197, 0.001000
136198, 0.000000
136199, 0.001000
136200, 0.000000
136201, 0.001000
136202, 0.000000
136203, 0.000000
136204, 0.001000
136205, 0.000000
136206, 0.001000
136207, 0.000000
136208, 0.001000
136209, 0.000000
136210, 0.000000
136211, 0.001000
136212, 0.000000
136213, 0.001000
136214, 0.000000
136215, 0.001000
136216, 0.001000
136217, 0.000000
136218, 0.001000
136219, 0.000000
136220, 0.001000
136221, 0.000000
136222, 0.001000
136223, 0.000000
136224, 0.001000
136225, 0.000000
136226, 0.000000
136227, 0.001000
136228, 0.000000
136229, 0.001000
136230, 0.000000
136231, 0.001000
136232, 0.000000
136233, 0.000000
136234, 0.001000
136235, 0.000000
136236, 0.001000
136237, 0.000000
136238, 0.001000
136239, 0.000000
136240, 0.000000
136241, 0.001000
136242, 0.000000
136243, 0.001000
136244, 0.000000
136245, 0.001000
136246, 0.000000
136247, 0.000000
136248, 0.001000
136249, 0.000000
136250, 0.001000
136251, 0.000000
136252, 0.001000
136253, 0.000000
136254, 0.001000
136255, 0.000000
136256, 0.000000
136257, 0.001000
136258, 0.000000
136259, 0.001000
136260, 0.001000
136261, 0.000000
136262, 0.000000
136263, 0.001000
136264, 0.000000
136265, 0.001000
136266, 0.000000
136267, 0.001000
136268, 0.000000
136269, 0.000000
136270, 0.001000
136271, 0.000000
136272, 0.001000
136273, 0.000000
136274, 0.001000
136275, 0.000000
136276, 0.000000
136277, 0.001000
136278, 0.000000
136279, 0.001000
136280, 0.000000
136281, 0.001000
136282, 0.000000
136283, 0.000000
136284, 0.001000
136285, 0.000000
136286, 0.001000
136287, 0.000000
136288, 0.001000
136289, 0.000000
136290, 0.001000
136291, 0.000000
136292, 0.001000
136293, 0.001000
136294, 0.000000
136295, 0.000000
136296, 0.001000
136297, 0.000000
136298, 0.001000
136299, 0.000000
136300, 0.001000
136301, 0.000000
136302, 0.000000
136303, 0.001000
136304, 0.000000
136305, 0.001000
136306, 0.000000
136307, 0.001000
136308, 0.000000
136309, 0.000000
136310, 0.001000
136311, 0.000000
136312, 0.001000
136313, 0.000000
136314, 0.001000
136315, 0.000000
136316, 0.000000
136317, 0.001000
136318, 0.000000
136319, 0.001000
136320, 0.000000
136321, 0.001000
136322, 0.000000
136323, 0.001000
136324, 0.000000
136325, 0.000000
136326, 0.001000
136327, 0.000000
136328, 0.001000
136329, 0.000000
136330, 0.001000
136331, 0.000000
136332, 0.000000
136333, 0.000000
136334, 0.000000
136335, 0.001000
136336, 0.000000
136337, 0.001000
136338, 0.000000
136339, 0.001000
136340, 0.000000
136341, 0.000000
136342, 0.001000
136343, 0.000000
136344, 0.001000
136345, 0.000000
136346, 0.001000
136347, 0.000000
136348, 0.000000
136349, 0.001000
136350, 0.000000
136351, 0.001000
136352, 0.000000
136353, 0.001000
136354, 0.000000
136355, 0.000000
136356, 0.000000
136357, 0.000000
136358, 0.001000
136359, 0.000000
136360, 0.001000
136361, 0.000000
136362, 0.001000
136363, 0.000000
136364, 0.000000
136365, 0.001000
136366, 0.000000
136367, 0.001000
136368, 0.000000
136369, 0.001000
136370, 0.000000
136371, 0.000000
136372, 0.001000
136373, 0.000000
136374, 0.001000
136375, 0.000000
136376, 0.001000
136377, 0.000000
136378, 0.000000
136379, 0.001000
136380, 0.000000
136381, 0.001000
136382, 0.000000
136383, 0.001000
136384, 0.000000
136385, 0.001000
136386, 0.000000
136387, 0.001000
136388, 0.000000
136389, 0.001000
136390, 0.000000
136391, 0.000000
136392, 0.001000
136393, 0.000000
136394, 0.002000
136395, 0.002000
136396, 0.001000
136397, 0.000000
136398, 0.001000
136399, 0.000000
136400, 0.001000
136401, 0.000000
136402, 0.001000
136403, 0.000000
136404, 0.000000
136405, 0.001000
